date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:40	352/352	---M-Z	200	added ('OK')	text/plain	date:Tue,%2031%20Dec%202024%2003:04:47%20GMT	https://www.halowin.com.ph/robots.txt		(from )
08:44:41	84898/84898	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:40%20GMT	https://www.halowin.com.ph/	C:/Users/rose/Documents/halowin/www.halowin.com.ph/index.html	(from )
08:44:41	1326/1326	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jan%202025%2001:18:50%20GMT	https://www.halowin.com.ph/userfiles/system/filipino.png	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/system/filipino.png	(from https://www.halowin.com.ph/)
08:44:41	19330/19330	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Nov%202024%2002:25:27%20GMT	https://www.halowin.com.ph/css/style.css?ver=1739411080	C:/Users/rose/Documents/halowin/www.halowin.com.ph/css/styleb427.css	(from https://www.halowin.com.ph/)
08:44:41	85998/85998	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Nov%202024%2002:25:35%20GMT	https://www.halowin.com.ph/js/jquery-3.2.1.min.js	C:/Users/rose/Documents/halowin/www.halowin.com.ph/js/jquery-3.2.1.min.js	(from https://www.halowin.com.ph/)
08:44:42	7635/7635	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jan%202025%2001:18:50%20GMT	https://www.halowin.com.ph/userfiles/system/esballph-tagalog-logo-260x60.png	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/system/esballph-tagalog-logo-260x60.png	(from https://www.halowin.com.ph/)
08:44:44	74899/74899	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:44%20GMT	https://www.halowin.com.ph/sports-bet/pba2022.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/sports-bet/pba2022.html	(from https://www.halowin.com.ph/)
08:44:46	86868/86868	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:46%20GMT	https://www.halowin.com.ph/slots.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots.html	(from https://www.halowin.com.ph/)
08:44:47	182971/182971	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:47%20GMT	https://www.halowin.com.ph/live-casino.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/live-casino.html	(from https://www.halowin.com.ph/)
08:44:47	73654/73654	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:47%20GMT	https://www.halowin.com.ph/sports-bet.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/sports-bet.html	(from https://www.halowin.com.ph/)
08:44:48	56198/56198	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:47%20GMT	https://www.halowin.com.ph/casino-bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus.html	(from https://www.halowin.com.ph/)
08:44:48	53208/53208	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:48%20GMT	https://www.halowin.com.ph/casino-bonus/news52_bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus/news52_bonus.html	(from https://www.halowin.com.ph/)
08:44:48	45215/45215	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2008:46:05%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/news52/news52-600x210.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/news52/news52-600x210.jpg	(from https://www.halowin.com.ph/)
08:44:48	37839/37839	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2008:45:44%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/casino-online-philippines/casino-online-philippines-new-600x210.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/casino-online-philippines/casino-online-philippines-new-600x210.jpg	(from https://www.halowin.com.ph/)
08:44:49	47510/47510	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:48%20GMT	https://www.halowin.com.ph/casino-bonus/news96_bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus/news96_bonus.html	(from https://www.halowin.com.ph/)
08:44:49	26332/26332	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Feb%202025%2007:35:15%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/news96/news96-600.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/news96/news96-600.jpg	(from https://www.halowin.com.ph/)
08:44:49	50824/50824	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:49%20GMT	https://www.halowin.com.ph/casino-bonus/news81_bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus/news81_bonus.html	(from https://www.halowin.com.ph/)
08:44:49	23285/23285	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2008:45:49%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/news12/news12-600.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/news12/news12-600.jpg	(from https://www.halowin.com.ph/)
08:44:50	46863/46863	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:50%20GMT	https://www.halowin.com.ph/casino-bonus/news54_bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus/news54_bonus.html	(from https://www.halowin.com.ph/)
08:44:50	25617/25617	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2008:34:05%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/news54/news54-600x210new.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/news54/news54-600x210new.jpg	(from https://www.halowin.com.ph/)
08:44:50	48257/48257	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:50%20GMT	https://www.halowin.com.ph/casino-bonus/news34_bonus.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/casino-bonus/news34_bonus.html	(from https://www.halowin.com.ph/)
08:44:50	27120/27120	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2008:45:58%20GMT	https://www.halowin.com.ph/userfiles/casino-bonus/news34/news34-600.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/casino-bonus/news34/news34-600.jpg	(from https://www.halowin.com.ph/)
08:44:51	37213/37213	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:51%20GMT	https://www.halowin.com.ph/slot-games/top.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slot-games/top.html	(from https://www.halowin.com.ph/)
08:44:51	73399/73399	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:51%20GMT	https://www.halowin.com.ph/slots/slot-machine-providers.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/slot-machine-providers.html	(from https://www.halowin.com.ph/)
08:44:52	38174/38174	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:51%20GMT	https://www.halowin.com.ph/slots/slot-machine-themes.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/slot-machine-themes.html	(from https://www.halowin.com.ph/)
08:44:52	50467/50467	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:52%20GMT	https://www.halowin.com.ph/slots/slot-tips-guide.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/slot-tips-guide.html	(from https://www.halowin.com.ph/)
08:44:52	42704/42704	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:52%20GMT	https://www.halowin.com.ph/slots/fishing-themed-slots.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/fishing-themed-slots.html	(from https://www.halowin.com.ph/)
08:44:52	73140/73140	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:52%20GMT	https://www.halowin.com.ph/slots/slot-machine-tips/10-best-jili-slot.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/slot-machine-tips/10-best-jili-slot.html	(from https://www.halowin.com.ph/)
08:44:52	18506/18506	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2008:52:34%20GMT	https://www.halowin.com.ph/userfiles/slots/slot-machine-tips/10-best-jili-slot/10-best-jili-slot-220.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/userfiles/slots/slot-machine-tips/10-best-jili-slot/10-best-jili-slot-220.jpg	(from https://www.halowin.com.ph/)
08:44:53	62717/62717	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:53%20GMT	https://www.halowin.com.ph/slots/jili-gaming/irich-bingo.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/jili-gaming/irich-bingo.html	(from https://www.halowin.com.ph/)
08:44:53	5829/5829	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202022%2007:45:31%20GMT	https://www.halowin.com.ph/img/default.jpg	C:/Users/rose/Documents/halowin/www.halowin.com.ph/img/default.jpg	(from https://www.halowin.com.ph/)
08:44:54	67007/67007	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:53%20GMT	https://www.halowin.com.ph/slots/jili-gaming/fortune-gems-slot-machine.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/jili-gaming/fortune-gems-slot-machine.html	(from https://www.halowin.com.ph/)
08:44:54	66279/66279	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:54%20GMT	https://www.halowin.com.ph/slots/jili-gaming/golden-empire.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/jili-gaming/golden-empire.html	(from https://www.halowin.com.ph/)
08:44:54	68047/68047	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:54%20GMT	https://www.halowin.com.ph/slots/halowin-slot/candy-party3-slot-game.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/halowin-slot/candy-party3-slot-game.html	(from https://www.halowin.com.ph/)
08:44:55	60333/60333	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:54%20GMT	https://www.halowin.com.ph/slots/halowin-slot/rooster-fighting-slot-game.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/halowin-slot/rooster-fighting-slot-game.html	(from https://www.halowin.com.ph/)
08:44:55	60188/60188	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:55%20GMT	https://www.halowin.com.ph/slots/fc-gaming/lucky-fortunes.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/fc-gaming/lucky-fortunes.html	(from https://www.halowin.com.ph/)
08:44:55	65359/65359	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202025%2001:44:55%20GMT	https://www.halowin.com.ph/slots/jili-gaming/super-ace.html	C:/Users/rose/Documents/halowin/www.halowin.com.ph/slots/jili-gaming/super-ace.html	(from https://www.halowin.com.ph/)
